rating,genre,year,score,votes,continent,runtime,gross
PG-13,Drama,1993,5.3,1100,Europe,102,61274
PG-13,Comedy,1993,5.7,8600,North America,96,9745803
PG-13,Comedy,1993,5.5,4100,Europe,87,3246063
PG,Comedy,1993,5.2,3700,North America,100,17952857
R,Drama,1993,5.4,3000,North America,96,737548
G,etc,1993,5.9,1900,North America,92,2119994
PG-13,Action,1993,4.5,1900,North America,97,2970
R,Comedy,1993,7.2,3900,North America,88,233824
R,Action,1993,5,5700,North America,92,10058318
R,Drama,1993,5.8,1600,North America,102,1497222
PG-13,Action,1993,5.7,1400,North America,96,1640220
PG,Drama,1993,6.2,2000,Europe,99,296081
R,Comedy,1993,6,2400,North America,99,1884814
R,Drama,1994,9.3,2400000,North America,142,28817291
R,Horror,1994,8.9,1900000,North America,154,213928762
PG-13,Drama,1994,8.8,1900000,North America,142,678226133
R,Action,1994,8.5,1100000,Europe,110,19552639
R,Action,1994,7.2,243000,North America,141,378882411
G,Animation,1994,8.5,970000,North America,88,1083720877
PG-13,Action,1994,6.9,357000,North America,101,351583407
R,Action,1994,7.2,339000,North America,116,350448145
PG-13,Action,1994,7.1,180000,North America,116,196567262
PG,Comedy,1994,6.3,45000,North America,82,67308282
PG-13,Comedy,1994,7.3,361000,North America,107,247275374
R,Drama,1994,7.5,154000,North America,133,160638883
R,Action,1994,7.3,222000,North America,118,50283563
R,Action,1994,7.6,170000,North America,102,50693129
R,Drama,1994,7.5,301000,North America,123,223664608
R,Comedy,1994,7.1,144000,Europe,117,245700832
PG,Comedy,1994,4.9,77000,North America,91,341631208
PG-13,Comedy,1994,6.9,284000,North America,86,107217396
PG,Drama,1994,7.3,54000,North America,115,50083616
PG-13,Action,1994,4,67000,Asia,102,99431786
PG-13,Comedy,1994,8.1,69000,Asia,102,1432358
PG-13,Action,1994,6.9,93000,North America,141,215887717
PG,Comedy,1994,6.1,38000,North America,106,45610410
R,Biography,1994,7.3,60000,Oceania,99,3049135
R,Comedy,1994,7.7,214000,North America,92,3151130
PG,Action,1994,6.1,9100,North America,96,10475705
PG,Action,1994,7,104000,North America,127,183031272
PG-13,Action,1994,6.7,47000,North America,191,25052000
R,Horror,1994,7.1,22000,Europe,110,5842603
R,Comedy,1994,7.5,48000,Oceania,104,11265402
PG,Comedy,1994,6.4,27000,North America,107,19306362
R,Biography,1994,7.8,168000,North America,127,5887457
PG,Action,1994,6.6,78000,North America,118,118071125
R,Drama,1994,6.1,48000,North America,128,214015089
PG,Comedy,1994,6.2,30000,North America,102,50236831
R,Drama,1994,7.2,64000,North America,95,8924549
PG,Comedy,1994,5.4,66000,North America,95,38087756
R,Action,1994,5.6,78000,North America,104,119208989
PG-13,Comedy,1994,6.6,47000,North America,99,33351557
PG-13,Comedy,1994,6.5,100000,North America,83,51132598
R,Comedy,1994,5.9,10000,Oceania,98,7770731
R,Drama,1994,8.1,94000,Europe,99,3581969
PG-13,Comedy,1994,4.6,66000,North America,109,108431355
R,Fantasy,1994,6.5,53000,North America,112,19721741
PG,Action,1994,6.2,48000,North America,99,16827402
PG-13,Action,1994,6.4,43000,North America,111,94216343
PG-13,Comedy,1994,6.1,47000,North America,92,5751882
R,Comedy,1994,3.3,21000,North America,87,185898
PG,Action,1994,4.5,28000,North America,107,15876353
R,Action,1994,6.2,29000,North America,121,30156002
R,Horror,1994,5.2,23000,North America,121,19726050
PG,Action,1994,4.5,13000,North America,87,7182747
R,Comedy,1994,7.2,37000,Oceania,106,15482277
PG-13,Horror,1994,6.7,62000,North America,119,117615211
PG,Comedy,1994,5.3,19000,North America,93,30577969
PG,Comedy,1994,6.4,37000,North America,101,37939757
PG,Comedy,1994,6.5,21000,North America,109,20059210
R,Horror,1994,7.9,32000,Oceania,102,1608570
R,Drama,1994,6.2,54000,North America,125,131002597
R,Drama,1994,6.4,53000,North America,123,112006296
R,Comedy,1994,4.3,6600,North America,113,6841570
PG,Action,1994,6,17000,North America,111,43229904
PG,Comedy,1994,7.2,78000,Europe,111,2816518
R,Action,1994,5.9,57000,North America,99,101646581
PG,Comedy,1994,6.5,102000,North America,97,190539357
R,Action,1994,5.6,63000,North America,110,170362582
G,Animation,1994,6.1,22000,North America,80,13670688
R,Horror,1994,7.3,58000,Europe,89,2079569
R,Comedy,1994,6.8,28000,North America,95,7820688
R,Action,1994,5.2,12000,North America,99,15240435
PG-13,Action,1994,6.1,24000,North America,108,48063435
R,Drama,1994,6.6,21000,North America,126,50021959
PG-13,Drama,1994,6.4,7000,North America,101,3359465
PG-13,Biography,1994,7.5,66000,North America,133,24822619
R,Action,1994,6.2,11000,North America,96,7727256
PG,Comedy,1994,5.5,11000,Europe,90,25479558
PG-13,Drama,1994,6.5,28000,North America,112,106683817
R,Comedy,1994,7.6,67000,Europe,92,1237219
PG,Comedy,1994,5.3,19000,North America,99,17359799
R,Action,1994,5.1,5900,North America,102,1596687
R,Action,1994,5.8,17000,North America,115,30057974
PG,Comedy,1994,5.6,25000,North America,105,30626182
Not Rated,Horror,1994,7.1,4500,Europe,102,39003
PG-13,Comedy,1994,6.7,49000,North America,97,68792531
R,Drama,1994,7.1,19000,North America,103,4221036
PG,Comedy,1994,5.5,7100,North America,90,7408745
G,Animation,1994,6.4,16000,Europe,86,11373501
PG-13,Action,1994,3.8,12000,North America,96,2341309
R,Drama,1994,7.3,23000,Europe,103,3103716
PG-13,Comedy,1994,6.6,12000,North America,79,4330020
PG,Biography,1994,7.7,34000,Europe,108,21898920
PG-13,Biography,1994,6.6,4900,North America,105,19623396
PG-13,Biography,1994,7.2,16000,Europe,110,15238689
R,Drama,1994,5.1,2000,North America,103,1181182
R,Comedy,1994,7.4,19000,North America,110,39491975
PG-13,Action,1994,4.8,5200,North America,107,4412297
PG,Drama,1994,7.5,7400,North America,103,6159269
R,Horror,1994,6.6,15000,North America,96,16192320
PG-13,Comedy,1994,6.3,13000,North America,113,13137484
PG-13,Comedy,1994,6.7,14000,North America,101,20016254
PG,Comedy,1994,3.5,32000,North America,83,126247
PG,Comedy,1994,6.1,10000,North America,119,12267790
R,Action,1994,4.6,23000,North America,101,38590458
R,Comedy,1994,5.2,15000,North America,133,11300653
R,Comedy,1994,7.4,36000,North America,98,13383747
R,Biography,1994,7.4,17000,Europe,159,1318578
PG-13,Comedy,1994,7,9700,North America,115,13642861
Not Rated,Comedy,1994,6.3,6000,North America,100,1359736
R,Action,1994,7.6,44000,Asia,102,11555430
R,Drama,1994,5.4,7900,North America,98,21355893
R,Drama,1994,6.6,3200,Europe,86,217881
PG,etc,1994,6.5,33000,North America,114,46264384
G,Animation,1994,6.5,23000,North America,90,9771658
R,Comedy,1994,6.3,13000,North America,93,14815317
PG-13,Drama,1994,6.8,12000,North America,126,16928556
PG-13,Action,1994,5.8,18000,North America,94,7924955
PG-13,Comedy,1994,5.6,12000,North America,110,18137661
PG-13,Comedy,1994,6.2,17000,North America,128,24332324
R,Comedy,1994,5.8,4800,North America,96,63513
R,Horror,1994,6.6,3800,North America,119,20851521
R,Biography,1994,7.4,24000,Europe,121,9914409
Not Rated,Comedy,1994,7.8,19000,Asia,124,7294403
PG-13,Drama,1994,6.2,13000,North America,108,23070663
PG-13,Action,1994,5.9,7900,North America,102,20280016
R,Action,1994,6.1,19000,North America,118,15339030
R,Comedy,1994,5.9,12000,North America,118,6562513
PG,Action,1994,5.7,6500,North America,94,16820893
PG-13,Action,1994,4.5,20000,Europe,99,12303080
R,Comedy,1994,7.1,20000,Europe,105,253986
R,Action,1994,5.6,4000,Europe,120,3129045
R,Action,1994,7.1,14000,Asia,100,1977198
R,Comedy,1994,6.1,11000,Europe,96,4352094
PG-13,Action,1994,5.3,8200,North America,80,3662459
PG-13,Comedy,1994,6.2,16000,North America,96,27058304
G,Action,1994,6.6,9500,Europe,88,4630377
PG,Action,1994,6.6,7900,North America,108,21006361
R,Action,1994,5.6,19000,North America,101,28735315
Not Rated,Drama,1994,8.3,17000,Asia,133,2332728
PG,Comedy,1994,5,13000,North America,91,28881266
PG-13,Action,1994,5.9,13000,North America,111,6017509
R,Action,1994,4.9,7200,North America,95,1702394
PG-13,Comedy,1994,5.5,19000,North America,116,43622150
PG,Comedy,1994,6.6,13000,North America,115,20164171
R,Comedy,1994,6.9,24000,North America,96,11439193
PG,Comedy,1994,6.2,24000,North America,100,26381221
PG,Action,1994,4.6,8600,North America,93,11798854
PG-13,Comedy,1994,2.7,9500,North America,77,60822
R,Comedy,1994,5.2,2700,North America,97,3134381
R,Comedy,1994,6.6,13000,North America,112,48424341
PG-13,Action,1994,5.5,13000,North America,102,16487349
R,Horror,1994,6.3,6200,North America,99,3038499
PG,Comedy,1994,5.2,6400,North America,93,11391093
R,Horror,1994,6.7,7600,North America,98,1095885
PG,etc,1994,5.9,5400,North America,94,9979683
PG,Action,1994,5.3,6500,Asia,96,16453258
R,Horror,1994,7.6,12000,North America,114,8094616
R,Horror,1994,5.9,8500,North America,109,8647042
PG-13,Comedy,1994,5.4,6000,North America,101,2694234
R,Biography,1994,6.7,5900,Europe,100,2392589
R,Comedy,1994,4.6,9300,North America,85,2260622
PG-13,Comedy,1994,6,4500,North America,108,18272894
PG-13,Comedy,1994,5.4,11000,North America,97,6821850
R,Drama,1994,5.9,3700,North America,101,3180674
R,Comedy,1994,4.7,4800,North America,100,19281235
PG,Comedy,1994,5.5,8500,North America,107,21011318
R,Comedy,1994,5.7,2500,North America,86,200151
PG,Comedy,1994,6,2500,Europe,97,3062530
R,Action,1994,6,6700,North America,108,29392418
PG-13,Comedy,1994,5.5,6500,North America,98,16821273
PG-13,Horror,1994,7.7,11000,Europe,108,190749
R,Comedy,1994,7.1,22000,North America,93,382928
PG,Action,1994,5.3,12000,North America,123,30806194
G,Animation,1994,5.4,6300,Europe,76,71368
PG-13,Action,1994,5,9200,North America,92,7941977
PG,Comedy,1994,5.6,1800,North America,82,319123
PG-13,Comedy,1994,6.3,5200,North America,106,3430583
R,Biography,1994,6.8,6500,Europe,111,1600226
R,Drama,1994,7.1,9800,Europe,98,4165845
R,Biography,1994,6.4,4300,North America,125,2144667
PG-13,Comedy,1994,7,5800,North America,101,7266973
Not Rated,Drama,1994,8,14000,Europe,113,763847
R,Drama,1994,7.9,15000,Europe,135,2313461
PG,Action,1994,7.4,4100,Europe,94,12712
R,Comedy,1994,6.4,1000,North America,99,123509
R,Comedy,1994,7.3,5200,Oceania,100,766464
PG,Comedy,1994,6.2,3400,North America,108,1316865
R,Comedy,1994,6.4,1400,North America,110,8880705
PG-13,Comedy,1994,5.4,3800,Europe,122,1519366
R,Horror,1994,5.3,3100,North America,112,3783003
PG-13,Comedy,1994,5.1,1400,North America,93,713234
PG-13,Biography,1994,6.3,1600,Europe,115,538534
PG,Action,1994,6,1100,North America,102,3342223
PG,Comedy,1994,5.6,1500,North America,85,70936
PG,Comedy,1994,4.8,7600,North America,109,18869594
Not Rated,Drama,1994,6.6,1800,North America,76,11553
R,Action,1994,6.4,4700,North America,107,305070
R,Drama,1994,7.2,3100,Europe,97,487391
R,Biography,1994,6.4,7200,North America,128,1007583
G,Drama,1994,7.8,7100,Middle East,103,40300
R,Horror,1994,4.7,2200,North America,92,986314
R,Action,1995,7.4,19000,Europe,99,25261
R,Comedy,1995,4.5,2200,North America,87,306494
Not Rated,Drama,1995,7.6,6400,Europe,176,42202
R,Drama,1995,6.9,9200,North America,123,2844379
PG,Action,1995,6,4200,North America,93,6029091
R,Horror,1995,6.9,21000,North America,128,13071518
R,Comedy,1995,7.4,34000,Europe,112,8367636
R,Comedy,1995,5.7,13000,North America,106,50865589
PG,Action,1995,5.9,3500,North America,96,11047627
R,Horror,1995,5.9,17000,North America,101,14942422
R,Drama,1995,4.8,1900,North America,102,63174
R,Drama,1995,6.8,4500,North America,105,941414
PG-13,Comedy,1995,6.6,12000,North America,103,17519169
R,Drama,1995,6.8,4400,Europe,116,3414301
PG-13,Drama,1995,7.7,9400,North America,97,2568425
R,Action,1995,7.1,5700,Europe,118,1320043
PG-13,Comedy,1995,6.5,12000,North America,101,33177694
PG-13,Comedy,1995,5.4,6200,North America,93,15453274
R,Action,1995,6,4900,North America,110,6609661
R,Biography,1995,6.6,9000,North America,117,4005941
Not Rated,Drama,1995,6.5,5600,Europe,110,31738
R,Drama,1995,7.3,3800,North America,128,11079373
R,Comedy,1995,6.6,7500,North America,98,10426506
R,Comedy,1995,6.8,14000,North America,92,459749
PG-13,Action,1995,5.6,5700,North America,90,7919823
Not Rated,Horror,1995,7.5,11000,Europe,112,873196
Not Rated,Drama,1995,6.5,9200,North America,82,307308
PG,Action,1995,7,5000,North America,118,7024389
PG,Comedy,1995,6.6,17000,Europe,99,10904930
R,Comedy,1995,6.7,5100,Europe,110,218626
R,Comedy,1995,7,11000,Europe,103,1104622
R,Comedy,1995,6.7,9200,North America,83,1268636
PG-13,Comedy,1995,6.2,4700,North America,106,12096673
R,Horror,1995,4.3,8500,Africa,106,1781383
R,Comedy,1995,6.8,5900,North America,92,3487767
PG-13,Comedy,1995,6.7,6400,Europe,90,4821759
R,Comedy,1995,6.5,4700,North America,94,472370
PG,Action,1995,5.1,8600,North America,107,24670346
R,Drama,1995,6.4,5600,North America,111,7603766
R,Horror,1995,6.1,3400,North America,99,536023
G,Animation,1995,5.6,4700,Europe,74,3983912
PG,Drama,1995,6.7,6600,North America,96,3987768
PG,Comedy,1995,6,6600,North America,113,26325256
R,Horror,1995,5.4,2800,North America,108,3674841
Not Rated,Drama,1995,7.7,6900,Middle East,85,924940
R,Drama,1995,6.6,2800,Europe,115,1110104
Not Rated,Drama,1995,7.6,11000,Europe,109,228800
R,Drama,1995,5.3,4700,Europe,89,3734870
R,Horror,1995,5.2,6400,North America,86,6858261
PG-13,Action,1995,4.2,3200,North America,86,5093707
R,Comedy,1995,6.5,4400,North America,94,2210408
PG-13,Comedy,1995,4.3,7600,North America,88,17014653
R,Comedy,1995,5.9,2700,Europe,112,259724
PG-13,Comedy,1995,4.5,2700,Europe,90,2763020
PG-13,Biography,1995,5.7,2800,North America,139,2473668
PG,Drama,1995,6.1,2900,North America,115,7027517
PG,Action,1995,6.4,2700,North America,81,11642946
R,Horror,1995,6.7,2900,North America,98,3565508
R,Drama,1995,7.4,4900,Europe,113,371674
R,Drama,1995,6.9,1500,Europe,90,230049
PG,Action,1995,5.5,1900,North America,101,2680717
PG-13,Comedy,1995,5.4,3100,North America,95,5221281
R,Comedy,1995,7.5,8400,Europe,102,4249321
PG-13,Comedy,1995,5.5,1800,Europe,104,247202
R,Action,1995,6.6,4900,Europe,100,5750110
PG,Action,1995,5.8,3900,North America,84,7506759
Not Rated,Drama,1995,7.3,4300,Europe,106,955708
R,Action,1995,4.9,759,North America,88,6014341
R,Drama,1995,6.4,2300,Europe,124,6834525
R,Horror,1995,8.2,596000,North America,170,187436818
PG-13,Comedy,1995,6.8,193000,North America,97,56631572
R,Horror,1995,8.6,1500000,North America,127,327333559
R,Biography,1995,8.3,978000,North America,178,213216216
PG,Action,1995,7.6,277000,North America,140,355237933
R,Horror,1995,8.5,1000000,North America,106,23341568
PG,Action,1995,7,318000,North America,104,262821940
R,Horror,1995,8.2,480000,North America,178,116112375
PG-13,Action,1995,5.2,43000,North America,109,152022101
PG-13,Action,1995,5.4,239000,North America,121,336567158
NC-17,Drama,1995,7.1,75000,North America,91,7412216
G,Animation,1995,8.3,913000,North America,81,394436586
R,Action,1995,7.2,175000,North America,104,25405445
R,Action,1995,7.6,370000,North America,128,366101666
PG-13,Action,1995,5.8,112000,North America,101,122195920
R,Comedy,1995,7.1,118000,North America,94,2122561
R,Horror,1995,8,589000,North America,129,168839459
R,Drama,1995,7.5,117000,North America,111,32029928
NC-17,Drama,1995,4.9,64000,Europe,128,20358624
R,Drama,1995,8.1,282000,North America,101,5987386
R,Comedy,1995,7.3,103000,North America,91,28215918
PG,Drama,1995,7.7,106000,North America,136,134582776
PG-13,Action,1995,6.2,186000,North America,135,264218220
R,Biography,1995,7.3,105000,North America,102,2402438
R,Action,1995,6.9,247000,North America,119,141407024
PG-13,Comedy,1995,6.4,135000,North America,89,26488734
PG,Action,1995,5.2,26000,North America,95,66433194
PG-13,Action,1995,7.2,243000,Europe,130,352194034
R,Action,1995,5.8,76000,North America,108,113374103
R,Action,1995,6.6,123000,North America,127,189859560
R,Comedy,1995,6.8,100000,North America,98,4257354
PG-13,Comedy,1995,6.7,52000,North America,90,273188
R,Action,1995,6.4,88000,North America,107,18636537
PG-13,Comedy,1995,6.2,66000,North America,105,7563728
Not Rated,Horror,1995,8.1,157000,Europe,98,302606
PG,Comedy,1995,6.1,125000,North America,100,287928194
PG-13,Comedy,1995,6.6,30000,North America,109,47774193
PG,Comedy,1995,6.6,26000,North America,100,17689177
R,Action,1995,5.4,31000,North America,104,4064495
PG-13,Comedy,1995,6.8,28000,North America,100,37591674
G,Animation,1995,6.7,175000,North America,81,346079773
G,Animation,1995,6.9,48000,North America,78,35348597
R,Biography,1995,6.5,50000,North America,99,179519401
R,Action,1995,7.3,105000,North America,116,157387195
R,Comedy,1995,6.8,45000,North America,106,21284514
PG,Comedy,1995,6.3,38000,Europe,127,53672080
R,Animation,1995,8,133000,Asia,83,516540
PG,Comedy,1995,6.7,95000,North America,103,182057016
R,Comedy,1995,6.9,78000,North America,105,115101622
PG-13,Action,1995,7.1,79000,North America,97,32679899
G,Comedy,1995,6.8,119000,Oceania,91,254134910
R,Horror,1995,7.5,90000,Europe,122,39363635
PG-13,Comedy,1995,6.1,21000,North America,90,46576136
R,Action,1995,5.7,68000,North America,96,19075720
R,Action,1995,6.4,25000,North America,102,36853222
PG-13,Drama,1995,7.6,76000,North America,135,182016617
R,Action,1995,7.2,68000,North America,145,7959291
PG-13,Action,1995,5.7,27000,Europe,124,10017322
R,Action,1995,5.6,112000,North America,96,113493481
R,Fantasy,1995,7.5,66000,Europe,112,1781465
R,Drama,1995,6.6,56000,North America,123,32051917
PG-13,Action,1995,6.3,32000,North America,95,30112050
PG-13,Drama,1995,6.6,29000,North America,111,30862156
G,Drama,1995,7.7,33000,North America,97,10015449
PG-13,Comedy,1995,6.8,54000,North America,114,107879496
R,Action,1995,5.5,45000,North America,100,104324083
R,Horror,1995,6.5,19000,North America,127,38290723
PG,Drama,1995,7.3,36000,North America,143,106269971
R,Action,1995,6.5,30000,North America,98,16115878
R,Action,1995,7.6,92000,North America,121,1037847
PG-13,Action,1995,6.4,206000,North America,90,212385533
R,Horror,1995,7.4,41000,North America,132,24361867
PG-13,Action,1995,6,70000,North America,134,127600435
R,Horror,1995,5.3,12000,North America,95,9851610
PG,Comedy,1995,5.6,9500,North America,100,17736619
R,Action,1995,5.6,29000,North America,106,24047675
R,Horror,1995,4.8,32000,North America,87,15116634
PG,Comedy,1995,6.1,36000,North America,106,76594107
